Id,Name
a94dcce1-c1ee-40a3-a20b-534939244d92,Administrator
e0a97b06-eda1-45d0-85b0-9b3e96b2501f,Cubmaster
82134de7-9e96-4b9a-950c-8a658c862a0c,"Event Organizer"
0811d9e2-5db7-4bb4-a310-48834862aeb8,"Super User"
b9a28ee9-d367-4d96-bf3e-51fc121dc4e2,User
